Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat,Prix_connu
NH3848,Tracteur Iveco S-WAY 480,233876.0,2020-03-16,Gazoil,Iveco,480,FRANCE,,BPM PRO IVECO Poitiers,Vienne,8.11,18.0,6x4,482.0,Occasion,False
NH3762,Tracteur Scania,421203.0,,Gazoil,Scania,18.480,FRANCE,,Enchères du Domaine de Saint Maurice Fourrières,ValdeMarne,7.89,18.0,6x4,482.0,Occasion,False
1681958,Tracteur MAN,576582.0,,Gazoil,MAN,480,FRANCE,,Enchères du Domaine de Saint Maurice Fourrières,ValdeMarne,8.76,18.0,4x2,482.0,Occasion,False
71526,Tracteur DAF,300635.0,,Gazoil,DAF,520,FRANCE,,Enchères du Domaine de Saint Maurice Fourrières,ValdeMarne,7.19,18.0,4x2,482.0,Occasion,False
247723,Tracteur DAF XF105 530,2990.0,2020-12-02,Gazoil,DAF,460,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,11.9,18.0,4x2,482.0,Occasion,False
449473381,Tracteur Scania G,205548.0,2015-09-24,Gazoil,Scania,500,FRANCE,,Truck Agence,Côted'Or,8.9,18.0,4x2,482.0,Occasion,False
450205155,Tracteur Renault T 460,445738.0,2022-02-08,Gazoil,Renault,460,FRANCE,,AUTO EXPORT IVANOV,BouchesduRhône,6.81,18.0,4x2,482.0,Occasion,False
450323398,Tracteur Scania R 450,1002000.0,2017-10-10,Gazoil,Scania,520,FRANCE,,FRANCK CASSE,HauteGaronne,7.45,18.0,4x2,482.0,Occasion,False
19170 A,Tracteur produits dangereux / adr Mercedes Actros 1843,700000.0,2016-03-15,Gazoil,Mercedes,164R580,FRANCE,,AVIE SARL,Rhône,8.02,19.0,4x2,482.0,Occasion,False
330-06/2024,Tracteur Volvo FH13,960000.0,2021-04-07,Gazoil,Volvo,750,FRANCE,,AC Starter SAS,Finistère,8.34,19.0,4x2,482.0,Occasion - Accidenté,False
SI86403,Tracteur Volvo FH 540,316461.0,2017-03-10,Gazoil,Volvo,530 FT,FRANCE,,Murat matériel,Rhône,7.38,19.0,4x2,482.0,Occasion,False
25020114,Tracteur MAN TGX 18.580 XXL,902223.0,2020-05-26,Gazoil,MAN,460 Hi-Way,FRANCE,,SCANIA MEDITERRANEE VITROLLES,BouchesduRhône,8.37,19.0,4x2,482.0,Occasion,False
25080956,Tracteur Mercedes Actros 1845 LS 4x2 BigSpace 2.50M,337800.0,2022-08-29,Gazoil,Mercedes,460,FRANCE,,SAGA Trucks Occasions Périgueux,Dordogne,8.09,19.0,4x2,482.0,Occasion,False
26020169,Tracteur MAN TGA 18.430,321095.0,2006-08-25,Gazoil,MAN,460,FRANCE,,TIL IMPORT EXPORT,Aveyron,8.53,19.0,4x2,482.0,Occasion,False
25121676T,Tracteur MAN TGX 18.470,412142.0,2021-08-02,Gazoil,MAN,480 T4X2 E6,FRANCE,,Truck Agence,Côted'Or,4.37,27.35,4x2,482.0,Occasion,False
23060913,Tracteur Volvo FH 500,708000.0,2023-05-04,Gazoil,Volvo,530,FRANCE,,GROUPE ARROUZE,PyrénéesAtlantiques,12.23,20.5,4x2,482.0,Occasion,False
23040645,Tracteur Scania neuf S 560,563500.0,,Gazoil,Scania,18.500 XXL,FRANCE,,FRANCK CASSE,HauteGaronne,11.46,41.0,4x2,482.0,Neuf,False
25020302,Tracteur Volvo FH 460,646000.0,2020-09-18,Hybride,Volvo,1845 LS,FRANCE,,FRANCK CASSE,HauteGaronne,9.44,18.0,4x2,482.0,Occasion,False
23091267,Tracteur Renault Premium Lander 420 DCI,1070755.0,2004-10-01,Gazoil,Renault,FT 450,FRANCE,,AVIE SARL,Rhône,9.77,19.0,4x2,482.0,Occasion,False
23050792,Tracteur DAF XF 480,717000.0,2023-03-27,Gazoil,DAF,500,FRANCE,,GPA 26,Drôme,7.0,19.0,4x2,482.0,Occasion - Accidenté,False
25020129,Tracteur Renault T-Series 480,1098000.0,2022-06-22,Gazoil,Renault,440,FRANCE,,MECALOUR Centre Occasion,Hérault,9.64,20.5,4x2,482.0,Occasion,False
26020162,Tracteur Iveco S-WAY 570,721000.0,2023-01-01,Gazoil,Iveco,460,FRANCE,,Truck Agence,Côted'Or,8.0,21.5,4x2,482.0,Occasion,False
25101303,Tracteur Mercedes Actros 1845 LS,619000.0,2020-09-24,Gazoil,Mercedes,480,FRANCE,,ALTIFRANCE EVENEMENTS,Essonne,9.49,18.0,4x2,500.0,Occasion,False
24010006,Tracteur MAN 33.480,573830.0,2024-01-10,Gazoil,MAN,18.520,FRANCE,,CMR LOCATION,Rhône,4.64,18.0,4x2,480.0,Occasion,False
26010105,Tracteur Scania 143,311914.0,1996-06-06,Gazoil,Scania,500,FRANCE,,PFT SARL,Aube,6.6,18.0,4x2,440.0,Occasion,False
24081075,Tracteur DAF XF 106 460 SSC Retarder Kühlbox 2 Tanks Standklima,148011.0,2016-01-01,Gazoil,DAF,480 DXI,FRANCE,,YOURTRUCKS,SeineetMarne,8.87,18.0,4x2,460.0,Occasion,False
24070851,Tracteur MAN TGX 18.520,170000.0,2015-05-20,Gazoil,MAN,1845,FRANCE,,GEST LEASE INGENIERIE,BasRhin,9.49,18.0,4x2,460.0,Occasion,False
25101211,Tracteur Volvo FH 540,745209.0,2016-07-08,Gazoil,Volvo,480 T4X2 E6,FRANCE,,PVA TRUCKS,LotetGaronne,10.13,18.0,4x2,482.0,Occasion,False
25020304,Tracteur DAF XF 480,394141.0,2018-08-30,Gazoil,DAF,780,FRANCE,,AC Starter SAS,Finistère,8.39,18.0,4x2,479.0,Occasion - Accidenté,False
23030350,Tracteur Renault Premium 450,393746.0,2007-10-07,Gazoil,Renault,480 FT,FRANCE,,TRANSACT CONSEIL,Rhône,7.19,26.5,4x2,479.0,Occasion,False
23071048,Tracteur Mercedes Actros 1948,200628.0,2023-02-07,Gazoil,Mercedes,480 T4X2 E6,FRANCE,,G2L,Vosges,9.55,18.0,4x2,580.0,Occasion - Accidenté,False
24111419,Tracteur Mercedes Actros 1845,359100.0,2013-12-18,Gazoil,Mercedes,480,FRANCE,,JESTIN POIDS LOURDS SAS,Finistère,8.65,18.0,4x2,420.0,Occasion,False
26010063,Tracteur Renault T-Series 520,216209.0,2018-08-16,Gazoil,Renault,18.520,FRANCE,,BKR SERVICE,Paris,9.14,18.0,4x2,500.0,Occasion,False
23121808,Tracteur MAN TGX 18.500 XXL,607650.0,2018-07-20,Gazoil,MAN,500 Globetrotter,FRANCE,,BKR SERVICE,Paris,7.69,18.0,4x2,479.0,Occasion,False
25060766,Tracteur DAF XF 106 460 SC,516754.0,2017-06-15,Gazoil,DAF,480 FT,FRANCE,,BKR SERVICE,Paris,8.58,18.0,4x2,519.0,Occasion,False
25040507,Tracteur MAN TGS 18.460 BLS LX // INTARDER + HYDR,830000.0,2018-03-15,Gazoil,MAN,480 T4X2 E6,FRANCE,,BRAEM FRANCE SA,Nord,7.85,19.5,4x2,429.0,Occasion,False
25121619,Tracteur Renault,1200000.0,,Gazoil,Renault,500,FRANCE,,Enchères du Domaine de Saint Maurice Fourrières,ValdeMarne,7.93,18.0,4x2,500.0,Occasion,False
23111596,Tracteur Scania 144L 460 L,870000.0,2000-03-01,Gazoil,Scania,480 FT,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.33,19.0,4x2,479.0,Occasion,False
23030373,Tracteur MAN TGX 18.500,355000.0,2018-09-05,Gazoil,MAN,480 FT,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.92,18.0,4x2,510.0,Occasion,False
248188,Tracteur Mercedes Actros 1845,486591.0,2013-03-01,Gazoil,Mercedes,480,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.96,19.0,4x2,480.0,Occasion,False
249061,Tracteur Volvo FH 540,420000.0,2016-11-04,Gazoil,Volvo,500 Globetrotter XL,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.23,17.0,4x2,420.0,Occasion,False
248853,Tracteur MAN TGX 18.500,711000.0,2018-08-09,Gazoil,MAN,480,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.9,20.5,4x2,462.0,Occasion,False
248261,Tracteur Scania R 500,780000.0,2011-09-19,Gazoil,Scania,18.520,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.36,26.0,4x2,475.0,Occasion,False
SCHMITZ CARGOBULL - SCB3ST - 61413,Tracteur MAN TGX 18.500 4x2 | Leasing from €1300/month,513520.0,2020-12-09,Gazoil,MAN,480,FRANCE,,SPARDEX,Nord,7.32,18.0,4x2,459.0,Occasion,False
449453535,Tracteur DAF,589984.0,,Gazoil,DAF,480 T4X2 E6,FRANCE,,Enchères du Domaine de Saint Maurice Fourrières,ValdeMarne,7.87,19.0,6x6,440.0,Occasion,False
0001957507,Tracteur MAN TGX 26.580,628000.0,2018-08-22,Gazoil,MAN,500,BELGIQUE,,Garage Guérin Jean-Yves SRL,Hainaut,8.42,19.0,4x2,399.0,Occasion,False
0001838375,Tracteur MAN TGX 26.580,583545.0,2018-04-20,Gazoil,MAN,18.520,BELGIQUE,,Garage Guérin Jean-Yves SRL,Hainaut,8.36,19.0,4x2,470.0,Occasion,False
