Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Photo,Poids à vide,PTC,Essieux,Puissance,Etat
,Tracteur Volvo FH 500 Globetrotter,356 000 km,12/11/2019,Gazoil,Volvo,,ESPAGNE,6000,TALLERES MUDELA S.L, Ciudad Real,https://photo.static-viamobilis.com/31/1/10769020-foto-cabeza_tractora_th.jpg,,,,440,Occasion
,Tracteur Ford F MAX 500,451 000 km,01/02/2021,Gazoil,Ford,,ITALIE,18000,SG TRADING SRL, Brescia,https://photo.static-viamobilis.com/31/1/10757980-foto-trattore_stradale_th.jpg,,,,420,Occasion
,Tracteur Mercedes E Actros 1942 4x2 Megaspace Euro6C - Double Tanks - SMARTTacho V2 - 06/2026 MOT,315 000 km,04/06/2018,Gazoil,Mercedes,,PAYS-BAS,18000,GEMA TRADING, NoordBrabant,https://photo.static-viamobilis.com/31/1/11088157_th.jpg,,,,463,Occasion
,"Tracteur Renault Premium 430 4x2 Daycab Euro5 - 216,000 km - 4 seats - Driving school - Spare wheel",451 107 km,06/03/2012,Gazoil,Renault,,PAYS-BAS,40000,GEMA TRADING, NoordBrabant,https://photo.static-viamobilis.com/31/1/10956958_th.jpg,,,,489,Occasion
,"Tracteur DAF 480 XG+ FT 4x2 Euro 6E - MEGA/Lowdeck - Retarder - Double tanks - MirrorCam - 305,000 km",515 346 km,16/02/2023,Gazoil,DAF,,PAYS-BAS,18000,GEMA TRADING, NoordBrabant,https://photo.static-viamobilis.com/31/1/11047324_th.jpg,,,,500,Occasion
,Tracteur Mercedes E Actros 1845 NEW 1111,518 228 km,05/09/2025,Hybride,Mercedes,,PAYS-BAS,14000,VRIESOORD TRUCKS, NoordBrabant,https://photo.static-viamobilis.com/31/1/11160583_th.jpg,,,,420,Occasion
,Tracteur Volvo FH 480,493 600 km,05/06/2008,Gazoil,Volvo,,ITALIE,19000,TRUCK & CAR CASSETTA, BarlettaAndriaTrani,https://photo.static-viamobilis.com/31/1/11131627-foto-trattore_stradale_th.jpg,,,,500,Occasion
,Tracteur DAF XF 530FT,270 000 km,15/05/2018,Gazoil,DAF,,ESPAGNE,14500,TRUCKSUR SL, Sevilla,https://photo.static-viamobilis.com/31/1/10451727_th.jpg,,,,459,Occasion
,Tracteur Scania L R410 GAS GN,712 000 km,20/12/2018,,Scania,,ESPAGNE,7250,TRUCKSUR SL, Sevilla,https://photo.static-viamobilis.com/31/1/10819078_th.jpg,,,,420,Occasion
,Tracteur Iveco STRALIS AS440S46/TP,1 100 000 km,21/03/2018,,Iveco,,ESPAGNE,2200,TRUCKSUR SL, Sevilla,https://photo.static-viamobilis.com/31/1/11062151_th.jpg,,,,460,Occasion
,"Ensemble routier rideaux coulissants (plsc) SCB3ST CoC Documents, TuV Loading Certificate, Dut",392 158 km,01/01/2016,,nc,,PAYS-BAS,2100,PFEIFER Sales BV, Gelderland,https://photo.static-viamobilis.com/34/1/11072905_th.jpg,,,,530,Occasion
,Tracteur Scania R450,471 355 km,01/01/2017,,Scania,,PAYS-BAS,6000,EDDY MOERMANS HANDELSONDERNEMING BV, Limburg,https://photo.static-viamobilis.com/31/1/11009786_th.jpg,,,,460,Occasion
,Tracteur Iveco S-WAY 510 AUTOMATICO CON INTARDER,756 289 km,05/10/2021,,Iveco,,ESPAGNE,58900,Talleres Fandos S.L., Teruel,https://photo.static-viamobilis.com/31/1/11132434_th.jpg,,,,460,Occasion
,Tracteur Iveco S-WAY 510 AUTOMATICO CON INTARDER,799 500 km,16/11/2021,,Iveco,,ESPAGNE,9900,Talleres Fandos S.L., Teruel,https://photo.static-viamobilis.com/31/1/10921685_th.jpg,,,,460,Occasion
,Tracteur Iveco 480 AUTOMATICO CON INTARDER,1 072 km,05/10/2021,,Iveco,,ESPAGNE,8400,Talleres Fandos S.L., Teruel,https://photo.static-viamobilis.com/31/1/11081874_th.jpg,,,,510,Occasion
,Tracteur Renault T460 AUTOMATICA INTARDER,1 013 960 km,24/05/2019,,Renault,,ESPAGNE,40000,Talleres Fandos S.L., Teruel,https://photo.static-viamobilis.com/31/1/10632835_th.jpg,,,,510,Occasion
,Tracteur Iveco 480 AUTOMATICO CON INTARDER,990 000 km,05/10/2021,,Iveco,,ESPAGNE,11500,Talleres Fandos S.L., Teruel,https://photo.static-viamobilis.com/31/1/11081873_th.jpg,,,,460,Occasion
,Tracteur Mercedes Actros 1845,433 500 km,01/01/2023,,Mercedes,,PORTUGAL,11900,"Mercedes-Benz Trucks Portugal, S.A.", Lisboa,https://photo.static-viamobilis.com/31/1/10990088_th.jpg,,,,460,Occasion
,Tracteur Iveco S-WAY 490,690 000 km,21/10/2022,,Iveco,,ESPAGNE,21500,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/11115278_th.jpg,,,,460,Occasion
,Tracteur convoi exceptionnel Volvo FH 500,350 000 km,17/04/2018,,Volvo,,ESPAGNE,17500,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/10908345_th.jpg,,,,460,Occasion
,Tracteur Volvo F6 460 FH,243 345 km,04/04/2019,,Volvo,,ESPAGNE,23750,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/10861017_th.jpg,,,,460,Occasion
,Tracteur Mercedes Actros 1853,698 500 km,30/11/2021,,Mercedes,,ESPAGNE,24850,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/11134647_th.jpg,,,,460,Occasion
,Tracteur Mercedes Actros 1851,924 750 km,30/11/2021,,Mercedes,,ESPAGNE,39450,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/11134662_th.jpg,,,,460,Occasion
,Tracteur Volvo F6 FH 460 Hydraulique (Location / Rent),821 088 km,13/06/2019,,Volvo,,ESPAGNE,10850,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/10950635_th.jpg,,,,430,Occasion
,Tracteur Iveco S-WAY 490,1 599 402 km,21/10/2022,,Iveco,,ESPAGNE,12450,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/11115047_th.jpg,,,,482,Occasion
,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,200 068 km,01/11/2018,,MAN,,ALLEMAGNE,28900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10814242_th.jpg,,,,482,Occasion
,Tracteur DAF neuf 480 XG 4X2 FT - MX + Navi + Lufthörner + 3 JVG,927 900 km,01/01/2025,,DAF,,ALLEMAGNE,36900,BAS WORLD DORTMUND, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11143311_th.jpg,,,,,Neuf
,Tracteur DAF 480 XG 4X2 Retarder ACC 2x Tanks BTS-DAF Dealer Leasing EU,928 600 km,24/11/2022,,DAF,,ALLEMAGNE,23750,BAS WORLD DORTMUND, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11143313_th.jpg,,,,,Occasion
,Tracteur Ford F MAX Tractor - F-MAX 2020 Comfort Pack + 3 Anni Garanzia,477 306 km,--,,Ford,,ITALIE,84900,ROSSI S.R.L, Perugia,https://photo.static-viamobilis.com/31/1/10503407_th.jpg,,,,,Occasion
,Tracteur Scania G 440,19 km,21/06/2013,,Scania,,BELGIQUE,17750,BELGIUM TRUCKS & TRAILERS, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11131516-foto-trekker_th.jpg,,,,,Occasion
,"Tracteur DAF XF460 SSC, Retrader, Standklima, Euro 6",529 902 km,01/08/2015,,DAF,,ALLEMAGNE,24850,Camion Impex Rostock, MecklenburgVorpommern,https://photo.static-viamobilis.com/31/1/11160108_th.jpg,,,,,Occasion
,"Tracteur convoi exceptionnel DAF XF460 SSC LL Standklima, Euro 6",824 440 km,01/07/2015,,DAF,,ALLEMAGNE,22850,Camion Impex Rostock, MecklenburgVorpommern,https://photo.static-viamobilis.com/31/1/11160107_th.jpg,,,,,Occasion
,Tracteur DAF 480 XF FT NGD LOW DECK,712 530 km,01/03/2026,,DAF,,BELGIQUE,39850,DIF-RENT N.V., Antwerpen,https://photo.static-viamobilis.com/31/1/11159567_th.jpg,,,,,Occasion
,Tracteur produits dangereux / adr MAN TGS,1 320 684 km,27/04/2017,,MAN,,ESPAGNE,29900,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/8121300_th.jpg,,,,,Occasion
,Tracteur Mercedes Actros 1845,1 274 534 km,15/07/2012,,Mercedes,,ESPAGNE,24850,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/8121306_th.jpg,,,,,Occasion
,Tracteur Scania R 560,553 000 km,17/04/2008,,Scania,,ESPAGNE,49850,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/8557026_th.jpg,,,,,Occasion
,Tracteur Scania R450,613 000 km,25/01/2016,,Scania,,ESPAGNE,51750,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/9088145_th.jpg,,,,,Occasion
,Tracteur Scania R,100 km,15/12/2012,,Scania,,ESPAGNE,19900,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/9751260_th.jpg,,,,,Occasion - Accidenté
,Tracteur Mercedes Actros 1845 LS,1 095 000 km,04/08/2014,,Mercedes,,ESPAGNE,23000,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/9857926-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Scania R 500,799 376 km,07/06/2011,,Scania,,ESPAGNE,25990,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/10285125-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Scania P 450,1 097 637 km,12/04/2018,,Scania,,ESPAGNE,1099,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/10480589-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur produits dangereux / adr Scania R 450 High/line,1 035 657 km,12/03/2015,,Scania,,ESPAGNE,49900,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/10854482-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur MAN TGX 18.480,617 500 km,27/05/2016,,MAN,,ESPAGNE,17900,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/10912142-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Volvo FH13 500,648 050 km,08/03/2012,,Volvo,,ESPAGNE,44900,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/10972195-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Renault T-Series 460 T4X2 E6,907 000 km,24/09/2015,,Renault,,ESPAGNE,25400,ELHARAMEN IMPORT EXPORT, Álava,https://photo.static-viamobilis.com/31/1/10987586-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Scania LA R164 4X2 NA 480,25 000 km,30/05/2003,,Scania,,PAYS-BAS,34900,MOSTERT TRADING IMPORT-EXPORT BV, NoordBrabant,https://photo.static-viamobilis.com/31/1/11141470_th.jpg,,,,,Occasion
,Tracteur Scania LA R4404X2MEB,961 000 km,01/01/2011,,Scania,,LITUANIE,52800,Auction Baltic UAB, Littuanie,https://photo.static-viamobilis.com/31/1/11158051_th.jpg,,,,,Occasion
,Tracteur Scania R 480,992 000 km,01/01/2010,,Scania,,LITUANIE,64900,Auction Baltic UAB, Littuanie,https://photo.static-viamobilis.com/31/1/11158050_th.jpg,,,,,Occasion
,Tracteur Fiat,600 000 km,04/04/1977,,Fiat,,ITALIE,42500,DI SARNO Autocarri s.a.s., Napoli,https://photo.static-viamobilis.com/31/1/11159459-foto-trattore_stradale_th.jpg,,,,,Occasion
,Tracteur DAF XF105 460,389 219 km,30/04/2007,,DAF,,ITALIE,42000,G.L.S.  srl, Arezzo,https://photo.static-viamobilis.com/31/1/11159312-foto-trattore_stradale_th.jpg,,,,,Occasion
,Tracteur Volvo FH 540,445 000 km,01/04/2020,,Volvo,,ESPAGNE,73000,"CAMIONES GÓMEZ, S.L.", Valencia,https://photo.static-viamobilis.com/31/1/11129566-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Scania R 580 Steel/Air - etarder - Manual - V8 - Analog Tacho,640 500 km,25/04/2006,,Scania,,PAYS-BAS,28000,EUROPE TRUCKS BV, NoordBrabant,https://photo.static-viamobilis.com/31/1/11141331_th.jpg,,,,,Occasion
,Tracteur DAF XF 410 Steel/Air - Automatic - 2 Tanks,186 000 km,01/07/2014,,DAF,,PAYS-BAS,18900,EUROPE TRUCKS BV, NoordBrabant,https://photo.static-viamobilis.com/31/1/11141325_th.jpg,,,,,Occasion
,Tracteur produits dangereux / adr Volvo FH 500 Globetrotter,1 100 000 km,24/05/2018,,Volvo,,ITALIE,17000,FIMI spa, Ascoli Piceno,https://photo.static-viamobilis.com/31/1/9954354-foto-trattore_th.jpg,,,,,Occasion
,Tracteur Iveco Stralis AS440T/P 4x2 Hydraulikanlage EURO 6,700 000 km,01/08/2015,,Iveco,,ALLEMAGNE,14900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10814247_th.jpg,,,,,Occasion
,"Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Low-Liner, Retarder",648 395 km,01/11/2017,,MAN,,ALLEMAGNE,38000,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10986336_th.jpg,,,,,Occasion
,Tracteur convoi exceptionnel MAN TGX 18.460 4X2 Low-Liner Euro 6 Retarder,1 003 000 km,01/04/2017,,MAN,,ALLEMAGNE,38000,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11003951_th.jpg,,,,,Occasion
,Tracteur DAF XF 510 FT 4x2 Euro 6 Blatt-/Luft,717 946 km,01/10/2016,,DAF,,ALLEMAGNE,58300,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10970221_th.jpg,,,,,Occasion
,Tracteur Mercedes Actros 2651 LS,661 410 km,07/01/2013,,Mercedes,,BELGIQUE,57500,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11056509_th.jpg,,,,,Occasion
,Tracteur MAN TGX 18.470 XLX BLS+KIPHYDR.,110 015 km,02/01/2020,,MAN,,BELGIQUE,48200,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10829609_th.jpg,,,,,Occasion
,Tracteur Iveco Trakker 450-6X4-BIG AXLES,768 858 km,11/05/2017,,Iveco,,BELGIQUE,45300,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/9913346_th.jpg,,,,,Occasion
,Tracteur MAN TGX 18.440 XLX BLS - E6,561 000 km,14/03/2014,,MAN,,BELGIQUE,64800,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10474926_th.jpg,,,,,Occasion
,Tracteur MAN TGX 18.440 XLX BLS + INTARDER,1 016 000 km,17/06/2016,,MAN,,BELGIQUE,38900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/9913352_th.jpg,,,,,Occasion
,Tracteur DAF XF 450-6X2,557 344 km,25/03/2019,,DAF,,BELGIQUE,44900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/9913215_th.jpg,,,,,Occasion
,Tracteur MAN TGX 33.560 XLX BLS+BIG AXLES+INTARDER,889 391 km,17/11/2015,,MAN,,BELGIQUE,45500,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11118271_th.jpg,,,,,Occasion
,Tracteur Renault T440,250 751 km,07/05/2019,,Renault,,BELGIQUE,55400,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/9913337_th.jpg,,,,,Occasion
,Tracteur MAN TGX 26.510 BLS 6x2/4 +Intarder+Kiphydr.,745 683 km,21/03/2023,,MAN,,BELGIQUE,35500,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11066877_th.jpg,,,,,Occasion
,Tracteur Mercedes Actros 1843 LS+KIPHYDR,67 km,09/05/2018,,Mercedes,,BELGIQUE,68600,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11130073_th.jpg,,,,,Occasion
,Tracteur MAN TGX 18.470 XLX BLS+KIPHYDR.,954 796 km,02/01/2020,,MAN,,BELGIQUE,52800,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10829611_th.jpg,,,,,Occasion
,Tracteur MAN 18.480 TGS BLS - 4X4 (Cardan),747 701 km,05/01/2016,,MAN,,BELGIQUE,21900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10912811_th.jpg,,,,,Occasion
,Tracteur Mercedes Arocs 2045 AS (cardan),856 043 km,19/09/2017,,Mercedes,,BELGIQUE,18900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10835549_th.jpg,,,,,Occasion
,Tracteur DAF XF460 460-6X2-315 000 KM+ ADR,100 km,13/04/2016,,DAF,,BELGIQUE,17900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/9913364_th.jpg,,,,,Occasion
,Tracteur MAN TGX 18.470 BLS,347 705 km,02/01/2020,,MAN,,BELGIQUE,19900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11128310_th.jpg,,,,,Occasion
,Tracteur MAN TGS 33.500 BBS-BIG AXLES-RESSORT/SPRING,530 635 km,07/02/2017,,MAN,,BELGIQUE,8900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11128314_th.jpg,,,,,Occasion
,Tracteur Mercedes Arocs 2643 LS,669 359 km,09/08/2018,,Mercedes,,BELGIQUE,16900,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11128311_th.jpg,,,,,Occasion
,Tracteur Volvo F6 FH 480-6x2+ HYDR. -EURO 5,717 555 km,20/03/2008,,Volvo,,BELGIQUE,12750,BRAEM SA Belgique, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11128317_th.jpg,,,,,Occasion
,Tracteur Renault,612 782 km,13/01/2019,,Renault,,ITALIE,31500,CORPORATION MOTOR SUD SRL, Napoli,https://photo.static-viamobilis.com/31/1/11058829-foto-trattore_stradale_th.jpg,,,,,Occasion
,Tracteur Iveco Stralis 510 XP / Retarder / Standklima / Eu6d,711 802 km,01/12/2019,,Iveco,,ALLEMAGNE,32750,Al Shogran GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11128521_th.jpg,,,,,Occasion
,Tracteur DAF XF 480,374 000 km,19/08/2021,,DAF,,ESPAGNE,11000,CT Trucks Madrid, Madrid,https://photo.static-viamobilis.com/31/1/11055575-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Iveco S-WAY 490,512 000 km,28/10/2021,,Iveco,,ESPAGNE,19900,Diego Castejón e Hijos, Cádiz,https://photo.static-viamobilis.com/31/1/11129829-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur MAN TGX 18.460 4X2 XL Retarder Mega Euro 6,761 000 km,25/09/2019,,MAN,,PAYS-BAS,19900,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11142185_th.jpg,,,,,Occasion
,Tracteur Scania L S520 S 4X2 N Retarder Hydraulik Full-Air APK eder Alcoa's,816 691 km,13/06/2019,,Scania,,PAYS-BAS,29900,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11128377_th.jpg,,,,,Occasion
,Tracteur DAF 480 XF XF 6X2 NL Lift+Lenkachse Hydraulik Alcoa's,119 271 km,14/06/2019,,DAF,,PAYS-BAS,15900,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11128376_th.jpg,,,,,Occasion
,Tracteur Scania L S500 4X2 Full-Air Alcoa Retarder eather seats,125 214 km,08/06/2017,,Scania,,PAYS-BAS,35900,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11142186_th.jpg,,,,,Occasion
,Tracteur Mercedes E Actros 1842 4X2 BigSpace Mega 2x Tanks Euro 6,1 415 893 km,10/07/2023,,Mercedes,,PAYS-BAS,32900,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11141646_th.jpg,,,,,Occasion
,Tracteur Volvo FH 500 6X4 Hydraulic Retarder Big-Axle,537 966 km,22/09/2020,,Volvo,,PAYS-BAS,13900,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11139926_th.jpg,,,,,Occasion
,Tracteur Mercedes Actros 1853 LS,999 000 km,14/05/2019,,Mercedes,,ESPAGNE,32900,CONCESUR USED TRUCKS, Sevilla,https://photo.static-viamobilis.com/31/1/11129512-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur Iveco 460 AUTOMATICO CON INTARDER,619 000 km,28/10/2020,,Iveco,,ESPAGNE,15900,Talleres Fandos S.L., Teruel,https://photo.static-viamobilis.com/31/1/10499353_th.jpg,,,,,Occasion
,Tracteur Renault T480 SLEEPER CAB,503 000 km,14/01/2020,,Renault,,ESPAGNE,53000,TRUCKSUR SL, Sevilla,https://photo.static-viamobilis.com/31/1/10925015_th.jpg,,,,,Occasion
,Tracteur Renault T520 HIGH SLEEPER CAB,647 500 km,19/04/2023,,Renault,,ESPAGNE,16500,TRUCKSUR SL, Sevilla,https://photo.static-viamobilis.com/31/1/11092349_th.jpg,,,,,Occasion
,Tracteur DAF 480 XFFT (2pcs available),900 500 km,01/01/2019,,DAF,,BELGIQUE,83900,AERTSSEN TRADING NV, Antwerpen,https://photo.static-viamobilis.com/31/1/11129175_th.jpg,,,,,Occasion
,Tracteur Mercedes Actros Actros 1845 SZM 4x2 Retarder Kipph.,591 000 km,01/10/2016,,Mercedes,,ALLEMAGNE,62500,Golec Nutzfahrzeuge GmbH, Hessen,https://photo.static-viamobilis.com/31/1/10873848_th.jpg,,,,,Occasion
,Tracteur Renault Magnum 480.18,567 419 km,20/01/2012,,Renault,,ESPAGNE,10500,Veinluc sa - LUCENA, Córdoba,https://photo.static-viamobilis.com/31/1/10476820-foto-cabeza_tractora_th.jpg,,,,,Occasion
,"Tracteur MAN 18.480 TGX 18.480, XXL, Automatik, Retarder,",510 000 km,19/05/2016,,MAN,,AUTRICHE,11900,MG Handel GmbH, Oberösterreich,https://photo.static-viamobilis.com/31/1/10490256_th.jpg,,,,,Occasion
,Tracteur Iveco STRALIS AS440S46T/P LNG,816 690 km,01/12/2018,,Iveco,,ITALIE,10500,IVECO ORECCHIA Spa, Torino,https://photo.static-viamobilis.com/31/1/11000907_th.jpg,,,,,Occasion
,Tracteur Iveco STRALIS AS440S46T/P LNG,563 400 km,01/01/2018,,Iveco,,ITALIE,10500,IVECO ORECCHIA Spa, Torino,https://photo.static-viamobilis.com/31/1/11000910_th.jpg,,,,,Occasion
,Tracteur DAF 480 XG FT 4X2,647 900 km,21/01/2022,,DAF,,ESPAGNE,18900,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11142441_th.jpg,,,,,Occasion
,Tracteur DAF 480 XFn FT 4X2,726 216 km,16/09/2022,,DAF,,ESPAGNE,41900,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140145_th.jpg,,,,,Occasion
,Tracteur DAF 480 XF FT 4X2,729 425 km,26/10/2022,,DAF,,ESPAGNE,11500,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140139_th.jpg,,,,,Occasion
,Tracteur DAF 480 XF FT 4X2,469 666 km,19/10/2022,,DAF,,ESPAGNE,69500,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11142440_th.jpg,,,,,Occasion
,Tracteur DAF 480 XG FT 4X2,406 416 km,11/05/2022,,DAF,,ESPAGNE,68500,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140147_th.jpg,,,,,Occasion
,Tracteur DAF XF 530 FT 4X2,930 000 km,29/11/2021,,DAF,,ESPAGNE,68000,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140142_th.jpg,,,,,Occasion
,Tracteur DAF XF n 430 FT 4X2,147 000 km,01/01/2022,,DAF,,ESPAGNE,15500,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140146_th.jpg,,,,,Occasion
,Tracteur DAF 480 XF FT 4X2,675 000 km,02/01/2021,,DAF,,ESPAGNE,47500,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140140_th.jpg,,,,,Occasion
,Tracteur DAF 480 XG FT 4X2,72 408 km,26/01/2023,,DAF,,ESPAGNE,33500,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140149_th.jpg,,,,,Occasion
,Tracteur DAF 480 XFn FT 4X2,327 036 km,21/06/2022,,DAF,,ESPAGNE,18900,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11142443_th.jpg,,,,,Occasion
,Tracteur DAF 480 XF FT 4X2,347 112 km,26/09/2019,,DAF,,ESPAGNE,35900,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11140143_th.jpg,,,,,Occasion
,Tracteur Volvo FM 450 6X2 tractor unit,378 988 km,11/06/2014,,Volvo,,PAYS-BAS,32900,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/11060283_th.jpg,,,,,Occasion
,Tracteur produits dangereux / adr Volvo FM7 FM 370 ADR tractor unit,1 620 000 km,06/10/2017,,Volvo,,PAYS-BAS,59900,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/11066087_th.jpg,,,,,Occasion
,Tracteur Renault T 460 – 6x2 tractor unit,1 031 910 km,15/11/2017,,Renault,,PAYS-BAS,65900,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/10814598_th.jpg,,,,,Occasion
,Tracteur Mercedes Actros 1942 tractor unit with broken engine,589 000 km,15/06/2016,,Mercedes,,PAYS-BAS,9950,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/11129861_th.jpg,,,,,Occasion - Accidenté
,Tracteur Terberg YT 222 4x2 | TERMINAL TRUCK * NL KENTEKEN,1 786 827 km,30/06/2013,,Terberg,,PAYS-BAS,19900,LOUIS BOON TRUCKS & TRAILERS, Zeeland,https://photo.static-viamobilis.com/31/1/10819682_th.jpg,,,,,Occasion
,Tracteur Terberg YT 222 4x2 | NL KENTEKEN,76 882 km,30/06/2013,,Terberg,,PAYS-BAS,15900,LOUIS BOON TRUCKS & TRAILERS, Zeeland,https://photo.static-viamobilis.com/31/1/10690864_th.jpg,,,,,Occasion
,Tracteur MAN TGS 26.400,1 013 685 km,30/07/2009,,MAN,,ESPAGNE,42500,Pañalon sa., Albacete,https://photo.static-viamobilis.com/31/1/10453253-foto-cabeza_tractora_th.jpg,,,,,Occasion
,Tracteur DAF 480 CF EURO 6,986 466 km,18/02/2020,,DAF,,PAYS-BAS,32500,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/10990488_th.jpg,,,,,Occasion
,"Tracteur DAF 480 CF EURO 6d, ACC",354 590 km,07/02/2020,,DAF,,PAYS-BAS,48900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/10950867_th.jpg,,,,,Occasion
