Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat
70301356,Tracteur DAF 480 XFn FT 4X2,263568.0,2022-10-31,Gazoil,DAF,,POLOGNE,45950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,530.0,Occasion
70303793,Tracteur DAF 480 XFn FT 4X2,887848.0,2022-06-01,Gazoil,DAF,,POLOGNE,18490.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,480.0,Occasion
70304095,Tracteur DAF 480 XF FT 4X2,11.0,2023-09-20,Gazoil,DAF,,POLOGNE,16900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,480.0,Occasion
70306837,Tracteur DAF 480 XF FT 4X2,164199.0,2021-05-19,Gazoil,DAF,,POLOGNE,189900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,480.0,Occasion
70303972,Tracteur DAF 480 XFn FT 4X2,7948.0,2022-07-06,Gazoil,DAF,,POLOGNE,46950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,6x2,480.0,Occasion
70301134,Tracteur DAF 480 XG FT 4X2,758552.0,2023-04-06,Gazoil,DAF,,POLOGNE,16900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.5,4x2,480.0,Occasion
70304451,Tracteur DAF 480 XFn FT 4X2,892695.0,2022-06-09,Gazoil,DAF,,POLOGNE,12900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.5,4x2,480.0,Occasion
70306329,Tracteur DAF 480 XF FT 4X2,11.0,2021-08-02,Gazoil,DAF,,POLOGNE,39950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,0.0,4x2,500.0,Occasion
M225471,Tracteur DAF 480 XG FT 4X2,454196.0,2023-04-05,Gazoil,DAF,,POLOGNE,12950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,0.0,4x2,449.0,Occasion
D290264,Tracteur DAF 480 XFn FT 4X2,357744.0,2022-05-11,Gazoil,DAF,,POLOGNE,11450.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,0.0,4x2,531.0,Occasion
M103143,Tracteur DAF 480 XFn FT 4X2,463162.0,2022-05-09,Gazoil,DAF,,POLOGNE,9950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.0,4x2,460.0,Occasion
D405933,Tracteur DAF 480 XG FT 4X2,884294.0,2023-04-05,Gazoil,DAF,,POLOGNE,7950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,21.0,4x2,391.0,Occasion
I434598,Tracteur DAF 480 XFn FT 4X2,367333.0,2022-06-01,Gazoil,DAF,,POLOGNE,43900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,470.0,Occasion
eR004242,Tracteur DAF 480 XG FT 4X2,787418.0,2023-02-28,Gazoil,DAF,,POLOGNE,24950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,460.0,Occasion
DS90192,Tracteur DAF 480 XF FT 4X2,499320.0,2021-05-21,Gazoil,DAF,,POLOGNE,14900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.5,4x2,463.0,Occasion
D259923,Tracteur DAF 480 XG FT 4X2,79227.0,2023-07-06,Gazoil,DAF,,POLOGNE,17900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.6,4x2,449.0,Occasion
D250473,Tracteur MAN TGX,914420.0,2017-01-01,Gazoil,MAN,,POLOGNE,63700.0,PRZEDSIĘBIORSTWO WIELOBRANŻOWE Oszywa Ryszard,,,19.0,4x2,449.0,Occasion
M707025,Tracteur MAN TGX TGX 18.500 XXL Standklima Navi Xenon Retarder,210448.0,2019-04-01,Gazoil,MAN,,ESPAGNE,31100.0,YOURTRUCKS Spain,Valencia,,20.5,4x2,500.0,Occasion
D113442,Tracteur Volvo FH 500 6X2 STEERED PTO+HYDR,11.0,2020-09-01,Gazoil,Volvo,,PAYS-BAS,69100.0,KLEYN TRUCKS BV,Gelderland,,18.6,4x2,460.0,Occasion
R016348,Tracteur Scania L G400 HIGHINE ADBUE PDE,818548.0,2013-01-01,Gazoil,Scania,,PAYS-BAS,54400.0,KLEYN TRUCKS BV,Gelderland,,26.0,4x2,460.0,Occasion
V712986,Tracteur MAN TGX 18.460 XLX 2X TANK INTARDER,635958.0,2017-11-01,Gazoil,MAN,,PAYS-BAS,55400.0,KLEYN TRUCKS BV,Gelderland,,28.0,4x2,450.0,Occasion
D113431,Tracteur MAN TGX 18.500 XLX SKIRTS RETARDER,1024734.0,2017-12-01,Gazoil,MAN,,PAYS-BAS,46500.0,KLEYN TRUCKS BV,Gelderland,,28.0,4x2,460.0,Occasion
D259952,Tracteur Scania P 410 6X2/4 MNB,852763.0,2014-08-01,Gazoil,Scania,,PAYS-BAS,68000.0,KLEYN TRUCKS BV,Gelderland,,19.0,4x4,470.0,Occasion
D272392,Tracteur DAF 480 XF SSC INTARDER LED,547399.0,2019-01-01,Gazoil,DAF,,PAYS-BAS,33000.0,KLEYN TRUCKS BV,Gelderland,,19.0,4x2,460.0,Occasion
eI278212,Tracteur DAF 480 XF SSC SKIRTS SKYLIGHTS,336428.0,2019-05-01,Gazoil,DAF,,PAYS-BAS,44900.0,KLEYN TRUCKS BV,Gelderland,,40.0,4x2,470.0,Occasion
eI278089,Tracteur MAN TGX 18.460 XL PTO + HYDRAULICS,279899.0,2019-06-01,Gazoil,MAN,,PAYS-BAS,29800.0,KLEYN TRUCKS BV,Gelderland,,18.0,4x2,520.0,Occasion
M023416,Tracteur DAF XF 450 SPACECAB 2X TANK,177051.0,2018-02-01,Gazoil,DAF,,PAYS-BAS,55300.0,KLEYN TRUCKS BV,Gelderland,,18.0,4x2,482.0,Occasion
eM204005,Tracteur MAN TGX 18.460 XL PTO + HYDRAULICS,433200.0,2019-03-01,Gazoil,MAN,,PAYS-BAS,55700.0,KLEYN TRUCKS BV,Gelderland,,18.6,4x2,482.0,Occasion
M024802,Tracteur DAF XF 510 6X2 FTG SPACECAB,336057.0,2016-01-01,Gazoil,DAF,,PAYS-BAS,35900.0,KLEYN TRUCKS BV,Gelderland,,19.0,4x2,482.0,Occasion
R001276,Tracteur Volvo FH 500 6X2 STEERED PTO+HYDR,11.0,2020-05-01,Gazoil,Volvo,,PAYS-BAS,68000.0,KLEYN TRUCKS BV,Gelderland,,34.0,4x2,500.0,Occasion
M200436,Tracteur DAF 480 XF SPACECAB PTO+HYDR.,355599.0,2018-04-01,Gazoil,DAF,,PAYS-BAS,54800.0,KLEYN TRUCKS BV,Gelderland,,20.0,4x2,460.0,Occasion
eD121663,Tracteur MAN TGX 18.460 XL PTO + HYDRAULICS,882560.0,2019-06-01,Gazoil,MAN,,PAYS-BAS,62600.0,KLEYN TRUCKS BV,Gelderland,,20.0,4x2,459.0,Occasion
8,Tracteur Scania R450 6X4 HMF 2320 K6,674560.0,2023-02-01,Gazoil,Scania,,PAYS-BAS,35100.0,KLEYN TRUCKS BV,Gelderland,,33.0,4x2,429.0,Occasion
37,Tracteur Volvo FH 500 6X2 STEERED PTO+HYDR,520000.0,2020-08-01,Gazoil,Volvo,,PAYS-BAS,53900.0,KLEYN TRUCKS BV,Gelderland,,18.6,4x2,429.0,Occasion
13939,Tracteur MAN TGX 18.460 XL PTO + HYDRAULICS,552716.0,2019-03-01,Gazoil,MAN,,PAYS-BAS,55700.0,KLEYN TRUCKS BV,Gelderland,,18.6,4x2,459.0,Occasion
69a182e75780fcddfdcf5cf8,Tracteur DAF XF 450,499742.0,2018-04-01,Gazoil,DAF,,PAYS-BAS,35000.0,KLEYN TRUCKS BV,Gelderland,,19.5,4x2,450.0,Occasion
KK45762,Ensemble routier rideaux coulissants (plsc) Wecon AZ220 TANDEM BDF+BOX TAILLIFT,690000.0,2018-05-01,Gazoil,Wecon,,PAYS-BAS,35900.0,KLEYN TRUCKS BV,Gelderland,,20.5,4x2,450.0,Occasion
KUD2640663,Tracteur Renault MAGNUM 440,378009.0,2012-01-01,Gazoil,Renault,,PAYS-BAS,54300.0,KLEYN TRUCKS BV,Gelderland,,18.0,4x2,459.0,Occasion
44769,Tracteur DAF XF 450 SPACECAB SPOILERS,335000.0,2018-04-01,Gazoil,DAF,,PAYS-BAS,45300.0,KLEYN TRUCKS BV,Gelderland,,19.0,4x2,480.0,Occasion
45476,Tracteur Scania L R420 TOPINE ADBUE,260000.0,2010-10-01,Gazoil,Scania,,PAYS-BAS,55600.0,KLEYN TRUCKS BV,Gelderland,,27.0,4x2,459.0,Occasion
43070,Tracteur Iveco AS440S46 STRALIS LNG,192093.0,2019-01-01,Gazoil,Iveco,,PAYS-BAS,46600.0,KLEYN TRUCKS BV,Gelderland,,19.5,4x2,520.0,Occasion
44091,Tracteur Scania R 580 FIEDEICH 251S CAN,617461.0,2016-07-01,Gazoil,Scania,,PAYS-BAS,55400.0,KLEYN TRUCKS BV,Gelderland,,19.5,4x2,420.0,Occasion
44125,Tracteur DAF 480 XF SPACECAB PTO+HYDR.,541408.0,2020-01-01,Gazoil,DAF,,PAYS-BAS,32700.0,KLEYN TRUCKS BV,Gelderland,,19.5,4x2,460.0,Occasion
45134,Tracteur Volvo FM 410,869283.0,2013-07-01,Gazoil,Volvo,,PAYS-BAS,32800.0,KLEYN TRUCKS BV,Gelderland,,20.5,4x2,482.0,Occasion
43847,Tracteur DAF XF 530 SSC INTARDER PTO,1099641.0,2018-05-01,Gazoil,DAF,,PAYS-BAS,62300.0,KLEYN TRUCKS BV,Gelderland,,18.6,4x2,482.0,Occasion
43421,Tracteur DAF 480 XG FT 4X2,1999700.0,2022-11-24,Gazoil,DAF,,POLOGNE,55000.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,29.0,4x2,482.0,Occasion
45129,Tracteur DAF 480 XF FT LOW DECK 4X2,424000.0,2021-02-23,Gazoil,DAF,,POLOGNE,34600.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,530.0,Occasion
45458,Tracteur DAF 480 XG FT 4X2,312000.0,2023-04-06,Gazoil,DAF,,POLOGNE,55500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
44430,Tracteur DAF 480 XFn FT 4X2,188500.0,2022-04-29,Gazoil,DAF,,POLOGNE,35900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
44610,Tracteur DAF 480 XFn FT 4X2,387000.0,2022-10-31,Gazoil,DAF,,POLOGNE,55200.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
44830,Tracteur DAF 480 XFn FT 4X2,811536.0,2022-07-05,Gazoil,DAF,,POLOGNE,40500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,500.0,Occasion
43846,Tracteur DAF 480 XG+ FT 4X2,887065.0,2022-11-11,Gazoil,DAF,,POLOGNE,54400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,460.0,Occasion
43781,Tracteur DAF 480 XF FT LOW DECK 4X2,520057.0,2021-11-05,Gazoil,DAF,,POLOGNE,46300.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,35.0,4x2,450.0,Occasion
44641,Tracteur DAF 480 XF FT 4X2,524835.0,2022-08-04,Gazoil,DAF,,POLOGNE,40800.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,450.0,Occasion
43588,Tracteur DAF 480 XF FT 4X2,711318.0,2020-08-25,Gazoil,DAF,,POLOGNE,32300.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,450.0,Occasion
42536,Tracteur DAF 480 XFn FT 4X2,815294.0,2022-06-17,Gazoil,DAF,,POLOGNE,55700.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
44151,Tracteur DAF 480 XFn FT 4X2,770244.0,2022-10-21,Gazoil,DAF,,POLOGNE,54900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,41.0,4x2,440.0,Occasion
43823,Tracteur DAF 480 XF FT 4X2,311089.0,2021-06-16,Gazoil,DAF,,POLOGNE,54400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,480.0,Occasion
43618,Tracteur DAF 480 XG FT 4X2,457047.0,2023-02-28,Gazoil,DAF,,POLOGNE,55700.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,24.6,4x2,450.0,Occasion
E60068,Tracteur DAF 480 XFn FT 4X2,455000.0,2022-10-21,Gazoil,DAF,,POLOGNE,55300.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,26.0,4x2,460.0,Occasion
E64138,Tracteur DAF 480 XFn FT LOW DECK 4X2,668000.0,2023-05-04,Gazoil,DAF,,POLOGNE,62500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,510.0,Occasion
E57677,Tracteur DAF 480 XF FT LOW DECK 4X2,427050.0,2021-03-25,Gazoil,DAF,,POLOGNE,45400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,25.7,4x2,480.0,Occasion
E64687,Tracteur DAF 480 XFn FT 4X2,625700.0,2022-06-09,Gazoil,DAF,,POLOGNE,54600.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,460.0,Occasion
E65407,Tracteur DAF 480 XFn FT 4X2,450000.0,2022-05-24,Gazoil,DAF,,POLOGNE,29500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
E65505,Tracteur DAF 480 XF FT LOW DECK 4X2,881000.0,2021-03-25,Gazoil,DAF,,POLOGNE,55600.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
13419,Tracteur DAF 480 XF FT LOW DECK 4X2,850000.0,2021-10-18,Gazoil,DAF,,POLOGNE,81500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,23.0,4x2,482.0,Occasion
13140,Tracteur DAF 480 XFn FT 4X2,273000.0,2022-06-09,Gazoil,DAF,,POLOGNE,55700.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
71767,Tracteur DAF 480 XF FT 4X2,781000.0,2022-04-01,Gazoil,DAF,,POLOGNE,42900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
199672,Tracteur DAF 480 XFn FT 4X2,486000.0,2022-11-14,Gazoil,DAF,,POLOGNE,61100.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
70310643,Tracteur DAF 480 XFn FT 4X2,698000.0,2022-05-09,Gazoil,DAF,,POLOGNE,54300.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
20885308-AWD,Tracteur DAF 480 XFn FT 4X2,672418.0,2022-07-06,Gazoil,DAF,,POLOGNE,65500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,23.0,4x2,482.0,Occasion
TC39304,Tracteur DAF 480 XF FT LOW DECK 4X2,518634.0,2021-02-09,Gazoil,DAF,,POLOGNE,68500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
TC18294,Tracteur DAF 480 XF FT 4X2,680060.0,2021-05-21,Gazoil,DAF,,POLOGNE,55200.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,33.0,4x2,482.0,Occasion
TC30004,Tracteur DAF 480 XFn FT LOW DECK 4X2,331784.0,2023-01-26,Gazoil,DAF,,POLOGNE,53800.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.5,4x2,482.0,Occasion
TC12757,Tracteur DAF 480 XFn FT 4X2,269770.0,2022-07-06,Gazoil,DAF,,POLOGNE,68900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,482.0,Occasion
TC21227,Tracteur DAF 480 XF FT LOW DECK 4X2,555299.0,2021-04-15,Gazoil,DAF,,POLOGNE,64300.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
TC10903,Tracteur DAF 480 XFn FT 4X2,751792.0,2022-11-16,Gazoil,DAF,,POLOGNE,33200.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,482.0,Occasion
TC89889,Tracteur DAF 480 XF FT 4X2,525388.0,2021-06-16,Gazoil,DAF,,POLOGNE,41800.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
TC47293,Tracteur DAF 480 XFn FT 4X2,578695.0,2022-11-18,Gazoil,DAF,,POLOGNE,76800.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
TC66967,Tracteur DAF 480 XF FT LOW DECK 4X2,578348.0,2022-05-11,Gazoil,DAF,,POLOGNE,13900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,482.0,Occasion
TC58281,Tracteur DAF 480 XFn FT 4X2,959999.0,2022-04-29,Gazoil,DAF,,POLOGNE,79900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,6x2,482.0,Occasion
TC69548,Tracteur DAF 480 XFn FT 4X2,733440.0,2022-05-10,Gazoil,DAF,,POLOGNE,84500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
TC32020,Tracteur DAF 480 XF FT LOW DECK 4X2,524000.0,2022-06-02,Gazoil,DAF,,POLOGNE,23900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.5,4x2,482.0,Occasion
TC99055,Tracteur DAF 480 XF FT LOW DECK 4X2,519500.0,2021-02-23,Gazoil,DAF,,POLOGNE,29400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,482.0,Occasion
SCHMITZ - Cargobull SCB3ST - 61402,Tracteur DAF 480 XFn FT 4X2,1005000.0,2022-11-25,Gazoil,DAF,,POLOGNE,17400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,482.0,Occasion
SCHMITZ CARGOBULL - SCB3ST - 61402,Tracteur DAF 480 XFn FT 4X2,728984.0,2022-06-13,Gazoil,DAF,,POLOGNE,15900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,26.0,4x2,482.0,Occasion
SCHMITZ - Cargobull SCB3ST - 61401,Tracteur DAF 480 XFn FT 4X2,601770.0,2022-05-09,Gazoil,DAF,,POLOGNE,15400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,23.9,4x2,482.0,Occasion
37180,Tracteur DAF 480 XFn FT 4X2,442615.0,2022-10-31,Gazoil,DAF,,POLOGNE,6400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,482.0,Occasion
36863,Tracteur DAF 480 XFn FT 4X2,469685.0,2022-11-04,Gazoil,DAF,,POLOGNE,684900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,60.0,4x2,482.0,Occasion
36473,Tracteur DAF 480 XG FT 4X2,647935.0,2023-02-28,Gazoil,DAF,,POLOGNE,25900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,44.0,4x2,482.0,Occasion
3724,Tracteur DAF 480 XF FT 4X2,738500.0,2022-08-04,Gazoil,DAF,,POLOGNE,46500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,6x4,482.0,Occasion
XLRTEH4300G422494,Tracteur DAF 480 XFn FT 4X2,840258.0,2022-06-07,Gazoil,DAF,,POLOGNE,29400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,50.0,6x4,482.0,Occasion
XLRTEF5300G415023,Tracteur DAF 480 XF FT LOW DECK 4X2,897354.0,2021-04-12,Gazoil,DAF,,POLOGNE,33400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,60.0,6x4,482.0,Occasion
XLRTEH4300G381476,Tracteur DAF 480 XFn FT 4X2,838270.0,2022-06-15,Gazoil,DAF,,POLOGNE,29900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,0.0,4x2,482.0,Occasion
1733531,Tracteur DAF 480 XG FT 4X2,631704.0,2024-09-17,Gazoil,DAF,,POLOGNE,24900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,44.0,4x2,482.0,Occasion
H280869,Tracteur DAF 480 XFn FT 4X2,852752.0,2022-11-04,Gazoil,DAF,,POLOGNE,69900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,60.0,4x2,482.0,Occasion
1733538,Tracteur DAF 480 XF FT 4X2,533601.0,2022-02-25,Gazoil,DAF,,POLOGNE,9900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,40.0,4x2,482.0,Occasion
1733545,Tracteur DAF 480 XG FT LOW DECK 4X2,1264000.0,2022-10-14,Gazoil,DAF,,POLOGNE,84500.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,0.0,4x2,482.0,Occasion
G270018,Tracteur DAF 480 XFn FT 4X2,478000.0,2022-06-09,Gazoil,DAF,,POLOGNE,189900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,60.0,6x2,482.0,Occasion
9321271,Tracteur DAF 480 XG FT 4X2,439500.0,2022-05-04,Gazoil,DAF,,POLOGNE,145900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
740,Tracteur DAF 480 XFn FT 4X2,733000.0,2022-05-11,Gazoil,DAF,,POLOGNE,8400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,6x4,482.0,Occasion
756N,Tracteur DAF 480 XFn FT 4X2,793500.0,2022-05-10,Gazoil,DAF,,POLOGNE,169900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,27.0,4x2,482.0,Occasion
654285,Tracteur DAF 480 XG FT 4X2,650500.0,2023-04-06,Gazoil,DAF,,POLOGNE,46400.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,28.0,4x2,482.0,Occasion
113891,Tracteur DAF 480 XG FT LOW DECK 4X2,898500.0,2022-10-14,Gazoil,DAF,,POLOGNE,47900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,482.0,Occasion
113868,Tracteur DAF 480 XF FT LOW DECK 4X2,534500.0,2021-02-09,Gazoil,DAF,,POLOGNE,24900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,19.0,4x2,482.0,Occasion
150841,Tracteur DAF XF,659000.0,2020-08-20,Gazoil,DAF,,ALLEMAGNE,23400.0,Curt Schröter Nachfolger GmbH,SachsenAnhalt,,18.6,6x4,482.0,Occasion
151624,Tracteur DAF XG+ New generation,1026500.0,2023-08-30,Gazoil,DAF,,ALLEMAGNE,28400.0,Curt Schröter Nachfolger GmbH,SachsenAnhalt,,19.5,6x4,482.0,Occasion
148790,Tracteur MAN TGX 18.460 4X2 XXL Mega Retarder 2xTanks,793000.0,2018-02-13,Gazoil,MAN,,PAYS-BAS,7900.0,BAS WORLD,,,7.5,4x2,482.0,Occasion
146846,Tracteur Iveco neuf X-Way 460 X-Way 4X2 NEW! HPEB ACC PTO Navi LED Euro 6,702460.0,2026-01-07,Gazoil,Iveco,,PAYS-BAS,59900.0,BAS WORLD,,,42.0,6x2,482.0,Neuf
151690,Tracteur Iveco neuf S-Way 500 4X2 NEW! 2xTanks Full-Air Standklima Navi LED,912450.0,2026-01-01,Gazoil,Iveco,,PAYS-BAS,158400.0,BAS WORLD,,,27.0,4x2,482.0,Neuf
151415,Tracteur Iveco Stralis 480 4X2 Retarder 2x Tanks 70%Tyres,1183409.0,2021-03-16,Gazoil,Iveco,,PAYS-BAS,19900.0,BAS WORLD,,,19.0,4x2,482.0,Occasion
447720495,Tracteur Volvo NL FH 420 4X2 -Truck Mega 2xTanks VEB+,983518.0,2017-08-14,Gazoil,Volvo,,PAYS-BAS,52400.0,BAS WORLD,,,19.0,6x4,460.0,Occasion
T07426,Tracteur Mercedes Actros 1846 4X2 ClassicSpace Hydraulik,959168.0,2017-06-15,Gazoil,Mercedes,,PAYS-BAS,79900.0,BAS WORLD,,,18.6,4x2,480.0,Occasion
TR1189,Tracteur Mercedes E Actros 1845 4X2 StreamSpace Euro 6,758720.0,2018-06-18,Gazoil,Mercedes,,PAYS-BAS,23900.0,BAS WORLD,,,28.5,4x2,400.0,Occasion
TR1392,Tracteur DAF 480 XF 4X2 SSC Mega Standklima Alcoa's,1078018.0,2019-05-29,Gazoil,DAF,,PAYS-BAS,10900.0,BAS WORLD,,,19.5,6x2,430.0,Occasion
TR1406,Tracteur Iveco Stralis 400 4X2 CNG-LNG Mix! Retarder 2x tanks Euro 6,804148.0,2017-04-12,Gazoil,Iveco,,PAYS-BAS,13800.0,BAS WORLD,,,19.0,4x2,490.0,Occasion
TR1007,Tracteur Scania L S660 8X2 HMF 9520OK-RCS Crane Kran Fifth wheel Full Air ift+steering axle,705790.0,2025-02-26,Gazoil,Scania,,PAYS-BAS,29500.0,BAS WORLD,,,19.5,4x2,530.0,Occasion
TR1387,Tracteur DAF 480 XF 4X2 Mega SSC 2xTanks Full-Air Standklima,666959.0,2021-02-16,Gazoil,DAF,,PAYS-BAS,12900.0,BAS WORLD,,,20.5,6x4,530.0,Occasion
XLRTEH4300G436110,Tracteur Iveco S-Way 570 6X2 Full-Air Retarder Hydrauliek Liftachse ACC Navi LED Euro 6,342097.0,2021-01-15,Gazoil,Iveco,,PAYS-BAS,162800.0,BAS WORLD,,,27.5,4x2,500.0,Occasion
XLRTEH4300G380290,Tracteur DAF 480 XF 4X2 SSC 2xTanks,379039.0,2021-12-30,Gazoil,DAF,,PAYS-BAS,6800.0,BAS WORLD,,,20.5,4x2,482.0,Occasion
